ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
11.2015,Elias,S.C. Corinthians Paulista,74600,Racismo,"Elias, , S.C. Corinthians Paulista","Por volta dos 20 minutos do primeiro tempo, o jogador Elias bateu boca com Gonzalez e saiu reclamando de racismo por parte do lateral do time uruguaio.",,"Caso não foi adiante, atleta não prestou queixa.",,Físico,01/04/15,Corinthians x Danúbio,Copa Libertadores da América,,,,,
11.2016,André,S.C. Corinthians,104509,Racismo,André – S.C. Corinthians,André atacante do Corinthians sofre insultos racistas na internet.,,"Nenhum registro foi identificado até o momento de fechamento deste relatório. Em princípio, atleta não levou caso adiante.",,Internet,04/05/16,Corinthians x Nacional,Internet,,,,,
11.2017,Felipe Melo, Sociedade Esportiva Palmeiras,35537,Racismo,Atleta Felipe Melo - Sociedade Esportiva Palmeiras,"Felipe Melo, do Palmeiras, acusa o jogador do Peñarol, Gaston Rodríguez, de racismo por tê-lo chamado de “macaco” durante o jogo.","Após repercussão da informação ao término da partida, ainda no estádio, representantes do Peñarol, o diretor esportivo do clube, Gonzalo De los Santos, e o capitão da equipe, Cristián Rodríguez, foram falar com o atleta palmeirense e oficializaram um pedido de desculpar em nome do clube uruguaio e de Gaston Rodríguez. Felipe Melo por sua vez aceitou o pedido e deu o caso como encerrado. O Palmeiras informou de que não levaria o caso adiante, considerando que a iniciativa de entrar com processo deveria partir do próprio atleta ofendido e não do clube.",Caso não foi levado adiante por nenhuma das partes. Não há registros de que a CONMEBOL (Confederação Sul-Americana de Futebol) tenha investigado a acusação de racismo.,Allianz Parque (SP),Físico,12/04/17,Palmeiras x Peñarol,Copa Libertadores,,,,,
11.2019,Douglas Coelho Gomes," o Dodô, atleta do Operário Esporte Clube",978712,Racismo,"Douglas Coelho Gomes, o Dodô, atleta do Operário Esporte Clube","O Operário-AM emitiu uma nota de repúdio com sua profunda indignação em relação ao ataque racista sofrido pelo atleta Douglas Coelho Gomes (Dodô), alegando que o atleta de 17 anos teve que ouvir diversas palavras ofensivas vindo do atleta Robert, zagueiro da equipe do Nacional.",O Nacional repudiou o episódio de racismo contra atleta do Operário e disse que tomaria “medidas cabíveis”.,"Não foram encontradas informações de abertura de processo, tanto na Justiça Desportiva como na Justiça Comum.",Estádio Gilbertão,Físico,04/05/19,Operário x Nacional-AM,Copa Metropolitana Sub-19,,,Manacapuru/AM,,
11.2020,Luiz Adriano, atleta da Sociedade Esportiva Palmeiras,48974,Racismo,"Luiz Adriano, atleta da Sociedade Esportiva Palmeiras","Matheus Jussa, atleta do Internacional, foi acusado de ofensa racial contra o jogador Luiz Adriano, do Palmeiras.","Durante a transmissão da partida feita pela Rede Globo, o comentarista Walter Casagrande disse inicialmente que a frase dita teria sido “olha sua cor”, em tom racista. Em seguida, o áudio foi recuperado e a situação explicada. O correto foi “honra sua cor”. Entretanto, bastou o equívoco para alguns torcedores levantarem suspeitas sobre um ato racista e comentarem no Instagram do atleta. Matheus Jussa ficou muito incomodado com a suspeita de racismo em sua discussão com Luiz Adriano e, ao final da partida, o jogador informou que queria se manifestar. Por ser um ativista, posicionado na luta contra qualquer tipo de discriminação, ele queria deixar claro que a discussão não passou de uma situação de jogo e não teve nenhum cunho racista.",Não teve sequência,Allianz Parque,Físico,02/09/20,Palmeiras x Internacional,Brasileiro,,,São Paulo/SP,,
11.2021,Júnior Feijão," Adilson Sousa da Costa, atleta do Ypiranga Clube",877073,Racismo,"Júnior Feijão, Adilson Sousa da Costa, atleta do Ypiranga Clube","O meia-atacante do Ypiranga-AP, Júnior Feijão, usou as redes sociais para denunciar que foi vítima de racismo pelo diretor administrativo do Santos-AP (Helivam Bocoió), na área dos vestiários do Estádio Zerão, logo após o jogo entre os clubes","Júnior Feijão fez um Boletim de Ocorrência na 6ª Delegacia de Polícia Civil. Segundo boletim de ocorrência, o jogador relatou que foi agredido moralmente ao ser chamado de “preto”. Apesar do jogador se referir a racismo, a ofensa sofrida foi enquadrada como injúria racial. O Santos-AP, em nota, repudiou “todo e qualquer ato de racismo ou discriminação dentro do clube”. Helivam Bocoió negou as acusações","Não foram encontradas mais informações sobre a investigação do caso. Por ser um caso do âmbito criminal, ele corre em segredo de justiça, sem ter como se obter informações do seu desenrolar",Estádio Milton de Souza Corrêa (Zerão),Físico,20/07/21,Ypiranga AP x Santos AP,Amapaense,,,Macapá/AP,,
111.2023,Matheus Gabriel Julião Damasceno, atleta do Club de Regatas Vasco da Gama,1083883,Racismo,"Matheus Gabriel Julião Damasceno, atleta do Club de Regatas Vasco da Gama","Matheus Julião, jogador sub-20 do Vasco, recebeu ofensas racistas pelo direct do Instagram, depois de provocar o Flamengo, após conquista do Campeonato Carioca da categoria pelo Vasco.","Nas mensagens, o atleta foi chamado de “macaco” e “preto f****”. O Vasco se manifestou informando que estava prestando assistência ao jogador. Não foram encontradas informações de que o atleta tenha registrado um boletim de ocorrência.",O caso não teve sequência.,Rede social/Instagram,Internet,15/07/23,,,,,,,
112.2023,Matheus Lima Beltrão Oliveira, atleta do Sport Club Corinthians Paulista,670021,Racismo,"Matheus Lima Beltrão Oliveira, atleta do Sport Club Corinthians Paulista","Após a vitória do Corinthians sobre o Universitario do Peru, Matheus Bidu, lateral-esquerdo do Corinthians, fez uma publicação no Instagram desabafando contra o racismo e recebeu mensagens racistas.","O jogador expôs prints com as mensagens recebidas com ofensas como “mono”, que significa macaco em espanhol e emojis de bananas e macaco.",O caso não teve sequência.,Rede social/Instagram,Internet,18/07/23,,,,,,,
115.2023,Enner Remberto Valencia Lastra, atleta do Sport Club Internacional,139503,Racismo,"Enner Remberto Valencia Lastra, atleta do Sport Club Internacional","Enner Valencia, atacante do Internacional, foi chamado de “macaco”, “preto” e “preto imundo” em postagens no X.","Após a repercussão nas redes sociais, alguns perfis que publicaram as ofensas foram excluídos. Em nota, o Internacional repudiou os ataques e informou que os atos não ficariam impunes, prometendo encaminhar o caso às autoridades.",Não foram encontradas informações de que o clube ou o atleta tenha realizado uma denúncia formal às autoridades.,Rede Social/X (antigo Twitter),Internet,04/10/23,,,,,,,
116.2023,Welder de Jesus Costa, atacante do Esporte Clube Vitória,551584,Racismo,"Welder de Jesus Costa, atacante do Esporte Clube Vitória","Welder, atacante do Vitória, publicou no story do seu Instagram um print de uma mensagem racista que recebeu por direct, onde foi chamado de “macaco imundo”.","Em nota, o Vitória lamentou o episódio, manifestou apoio ao jogador e informou que tomaria as medidas cabíveis.",Não foram encontrados outros desdobramentos sobre o caso.,Rede social/Instagram,Internet,20/10/23,,,,,,,
118.2022,Tadeu Antônio Ferreira, atleta do Goiás Esporte Clube,258367,LGBTfobia,"Tadeu Antônio Ferreira, atleta do Goiás Esporte Clube","Torcedores do Atlético-GO chamaram de maneira homofóbica o goleiro Tadeu, Goiás, de “mocinha”.",O árbitro Flávio Rodrigues de Sousa registrou o fato em súmula e pediu que o sistema de som do estádio pedisse para os torcedores pararem com os gritos homofóbicos. O STJD (Superior Tribunal de Justiça Desportiva) condenou o Atlético-GO a pagar multa no valor de R$ 10 mil reais por causa dos gritos homofóbicos.,"Após recurso, os auditores da corte do STJD reduziram para R$ 5 mil reais a pena do clube por cânticos homofóbicos e incluíram a obrigação de realizar campanhas educacionais até o fim do Campeonato Brasileiro.",Estádio Antônio Accioly,Físico,22/06/22,Atlético-GO X Goiás,Copa do Brasil,,,Goiânia/GO,,
118.2023,Marcelo Vieira da Silva Júnior, atleta do Fluminense Football Club,44501,Racismo,"Marcelo Vieira da Silva Júnior, atleta do Fluminense Football Club","Antes da partida entre Fluminense e Boca Junior pela Libertadores, um vídeo publicado no X pela CONMEBOL, com uma entrevista do lateral-esquerdo do Fluminense Marcelo, recebeu comentários com imagens e emojis de macacos e bananas.","A publicação também recebeu ofensas como “Comida favorita… óbvio, banana” e “Abriram a porta do zoológico?”. A CONMEBOL e os clubes não se manifestaram sobre o episódio.",O caso não teve sequência.,Rede Social/X (antigo Twitter),Internet,02/11/23,,,,,,,
119.2023,Paulo Henrique Sampaio Filho (Paulinho), atleta da Seleção Brasileira de Futebol,428791,Racismo,"Paulo Henrique Sampaio Filho (Paulinho), atleta da Seleção Brasileira de Futebol","Após estrear pela Seleção Brasileira principal, o atacante Paulinho, praticante do Candomblé, foi alvo de intolerância religiosa na rede social X. Usuários fizeram diversos comentários como “Se macumba funcionasse, Bahia seria rica”, “Cadê seu Exu agora, Paulinho?” e “Foi só esse macumbeiro vagabundo, desperdiçador de farofa entrar que tomamos a virada”.","Nas redes sociais, o Atlético-MG, clube de Paulinho, fez uma postagem repudiando os ataques e manifestando apoio ao jogador. O Vasco, clube formador de Paulinho, também se manifestou repudiando os ataques. Em sua conta oficial no X, Paulinho se pronunciou dizendo “Nossa luta é diária… Seguimos. Gratidão aos orixás”.",O caso nãoteve sequência.,Rede Social/X(antigo Twitter),Internet,16/11/23,,,,,,,
12.2014,Baiano,Serrana,,Racismo,Atleta Baiano,"Em meio à confusão, o goleiro Baiano - da equipe da Serra - foi ofendido por um torcedor alviverde.",,Não temos a informação.,,,10/08/14,,Copa Serrana (RS),,,,,
12.2015,Fabrício,S.C. Internacional,54140,Racismo,"Fabrício, , S.C. Internacional",Com base em vídeo-denúncia o TJD abriu inquérito por suposta ofensa racista dirigida ao atleta.,,"O Tribunal de Justiça Desportiva, da Federação Gaúcha de Futebol, absolveu por unanimidade o clube das acusações de injúria racial no Caso Fabrício. O próprio jogador afirmou não ter escutado nenhum insulto racista.",,Físico,01/04/15,Inter x Ypiranga,Campeonato Gaúcho,,,,,
12.2016,Bill,Ceará,105370,Racismo,Bill - Ceará,"Bill disse que foi xingado de ""macaco"" pela torcida catarinense.",,"Baseada no artigo 258-A do CBJD a Quarta Comissão Disciplinar do Superior Tribunal de Justiça Desportiva do Futebol (STJD) puniu o atacante Bill, com dois jogos de suspensão. A decisão foi tomada baseada no artigo 258-A do CBJD. O jogador foi denunciado pela Procuradoria por infração ao artigo 258-A do Código Brasileiro de Justiça Desportiva, que prevê punição em caso de ""provocar o público durante partida, prova ou equivalente"". O atacante usou em sua defesa que foi chamado de “macaco” por parte da torcida, por isso reagiu de tal forma. No entanto, isso não foi levado em questão e não ocorreu julgamento sobre qualquer suposto caso de racismo. Além dessa pena, o atleta já havia sido penalizado, junto com um torcedor do Avaí que baixou as suas calças na arquibancada devido aos gestos do jogador, no pagamento de R$ 880, em duas parcelas, a uma entidade beneficente da Grande Florianópolis.",,Físico,28/05/16,Avaí x Ceará,"Campeonato Brasileiro, Série B",,,,,
12.2018,Marcelo Kênia, Atleta do Araguaína Futebol e Regatas,,Racismo,"Marcelo Kênia, Atleta do Araguaína Futebol e Regatas","Jogador alegou que foi xingado pela torcida me xingou, ‘me chamou de macaco e de sem cor’. Marcelo disse que chegou a reclamar da situação para os policiais que faziam a segurança no estádio, mas a partida não foi interrompida. O árbitro do jogo, Dagoberto Modesto, que afirmou não ter percebido as injúrias e por isso não paralisou a partida e que por não ter conhecimento do acontecimento, nada foi relatado na súmula. A diretoria do Araguaína prometeu entrar com uma faixa em campo na próxima partida em apoio ao atacante.","Marcelo disse que chegou a reclamar da situação para os policiais que faziam a segurança no estádio, mas a partida não foi interrompida. O árbitro do jogo, Dagoberto Modesto, que afirmou não ter percebido as injúrias e por isso não paralisou a partida e que por não ter conhecimento do acontecimento, nada foi relatado na súmula. A diretoria do Araguaína prometeu entrar com uma faixa em campo na próxima partida em apoio ao atacante.","Não foram encontradas informações se o agressor foi identificado, se ocorreu registro de Boletim de Ocorrência, se a Federação local tomou alguma medida de punição ou mesmo se o próprio Araguaína entrou em campo com a faixa de apoio.",Estádio General Sampaio (TO),Físico,07/04/18,Interporto X Araguaína,Tocantinense,,,,,
12.2019,Yony González, atleta do Fluminense Football Club,262474,Racismo,"Yony González, atleta do Fluminense Football Club","O lateral-direito Igor Julião, do Fluminense, compartilhou vídeo nas redes sociais em que o atacante Yony González é supostamente vítima de racismo por parte de torcedores do Grêmio.","Grêmio foi condenado a pagar R$ 30 mil por injúria racial contra o jogador do Fluminense na Arena. A pena foi aplicada pelo STJD após vídeo divulgado pela FluTV, no dia seguinte à partida mostrar suposto grito de “macaco” direcionado a Yony González.","Após recurso no STJD, o Grêmio é absolvido do caso de injúria racial contra atleta do Fluminense. Com nova sentença, o Tricolor gaúcho ficou livre de ter de pagar multa de R$ 30 mil.",Arena do Grêmio,Físico,05/05/19,Grêmio x Fluminense,Brasileiro,,,Porto Alegre/RS,,
12.2020,William Christian e Márcio,atletas do Esporte Clube Santarém/Tiradentes,,Racismo,"William Christian e Márcio,atletas do Esporte Clube Santarém/Tiradentes","Após confusão durante a partida, os atletas relataram que foram ofendidos racialmente por um atleta da equipe adversária. Wiliam contou que foi xingado com palavrões e foi chamado de “macaco” pelo jogador rival.","Atletas relataram o fato ao árbitro da partida, o qual disse que nada poderia ser feito, pois não teria escutado nada. Companheiros de equipe saíram em defesa de William e Márcio. A comissão técnica da equipe “Livro na mão, Bola no pé” informou tomaria medidas para a equipe adversária provar as supostas ofensas. A “Livro na mão” disse ainda que só iria se posicionar oficialmente após a apuração dos fatos. William não conseguiu seguir na partida e saiu de campo chorando.","Não foram encontradas informações de como o caso foi finalizado, nem tampouco se houve registro de ocorrência policial",Campo do DER,Físico,07/11/20,"Esporte Clube Santarém/Tiradentes x Livro na mão, bola no pé","Amador, sub-18",,,Santarém/PA,,
